ack_ewma(ms),classes,freq,,,
38.7984,20.9,7,,,
16.7194,20.92,4,,,
7.28775,20.94,4,,,
26.3151,20.96,5,,,
11.726,20.98,8,,,
5.89042,21,10,,,
3.55617,21.02,4,,,
2.62247,21.04,7,,,
1.64899,21.06,6,,,
1.85959,21.08,9,,,
1.34384,21.1,9,,,
10.7375,21.12,7,,,
5.49501,21.14,5,,,
3.39801,21.16,10,,,
2.5592,21.18,7,,,
2.22368,21.2,5,,,
2.68947,21.22,14,,,
2.27579,21.24,6,,,
2.11032,21.26,11,,,
2.04413,21.28,4,,,
1.41765,21.3,6,,,
1.76706,21.32,4,,,
1.90682,21.34,6,,,
1.36273,21.36,5,,,
1.74509,21.38,2,,,
1.89804,21.4,4,,,
1.35921,21.42,5,,,
2.05499,21.44,5,,,
2.022,21.46,9,,,
1.4088,21.48,3,,,
1.42467,21.5,12,,,
7.76987,21.52,9,,,
2.36927,21.54,5,,,
1.54771,21.56,6,,,
72.6191,21.58,6,,,
30.2476,21.6,8,,,
12.6991,21.62,5,,,
14.6796,21.64,9,,,
6.47185,21.66,5,,,
87.1887,21.68,14,,,
37.8755,21.7,8,,,
16.3502,21.72,7,,,
8.94008,21.74,5,,,
29.976,21.76,5,,,
13.1904,21.78,5,,,
6.47616,21.8,6,,,
3.79047,21.82,3,,,
2.71619,21.84,8,,,
2.28647,21.86,7,,,
2.11459,21.88,5,,,
2.04584,21.9,5,,,
3.81833,21.92,8,,,
3.92733,21.94,5,,,
2.77093,21.96,2,,,
1.70837,21.98,5,,,
4.88335,22,5,,,
2.46134,22.02,3,,,
2.18453,22.04,3,,,
2.07381,22.06,9,,,
2.02953,22.08,3,,,
1.41181,22.1,3,,,
3.56472,22.12,7,,,
2.62589,22.14,5,,,
2.25036,22.16,6,,,
2.10014,22.18,2,,,
2.04006,22.2,5,,,
1.90656,22.22,1,,,
1.96263,22.24,5,,,
1.98505,22.26,10,,,
1.39402,22.28,11,,,
1.75761,22.3,8,,,
1.90304,22.32,3,,,
1.96122,22.34,8,,,
1.98449,22.36,6,,,
1.39379,22.38,3,,,
2.35752,22.4,12,,,
5.2972,22.42,2,,,
3.31888,22.44,5,,,
77.211,22.46,8,,,
32.0844,22.48,7,,,
14.0338,22.5,3,,,
7.4135,22.52,8,,,
4.1654,22.54,8,,,
91.6662,22.56,8,,,
37.8665,22.58,8,,,
16.3466,22.6,6,,,
7.13863,22.62,4,,,
31.0555,22.64,6,,,
13.6222,22.66,6,,,
6.64887,22.68,3,,,
3.85955,22.7,8,,,
2.14382,22.72,5,,,
3.85753,22.74,8,,,
2.74301,22.76,8,,,
2.2972,22.78,5,,,
1.51888,22.8,4,,,
1.20755,22.82,9,,,
1.68302,22.84,6,,,
1.27321,22.86,11,,,
4.70928,22.88,10,,,
2.48371,22.9,4,,,
4.59349,22.92,7,,,
3.03739,22.94,11,,,
1.90825,22.96,4,,,
1.9633,22.98,6,,,
4.39765,23,8,,,
2.15345,23.02,7,,,
2.06138,23.04,12,,,
2.36982,23.06,6,,,
2.14793,23.08,4,,,
2.05917,23.1,4,,,
2.02367,23.12,8,,,
1.40947,23.14,6,,,
1.16379,23.16,4,,,
11.2655,23.18,8,,,
5.70621,23.2,9,,,
2.88248,23.22,6,,,
70.153,23.24,8,,,
29.2612,23.26,10,,,
12.3045,23.28,4,,,
10.9218,23.3,7,,,
4.96872,23.32,12,,,
91.3875,23.34,9,,,
37.755,23.36,6,,,
16.302,23.38,4,,,
7.1208,23.4,10,,,
32.8483,23.42,7,,,
14.3393,23.44,7,,,
6.93573,23.46,15,,,
3.97429,23.48,7,,,
2.18972,23.5,9,,,
5.67589,23.52,9,,,
3.47035,23.54,4,,,
2.58814,23.56,6,,,
2.23526,23.58,12,,,
2.0941,23.6,6,,,
2.03764,23.62,12,,,
2.61506,23.64,4,,,
2.24602,23.66,11,,,
2.09841,23.68,9,,,
2.03936,23.7,2,,,
2.01575,23.72,7,,,
1.90303,23.74,6,,,
2.03647,23.76,6,,,
1.41459,23.78,11,,,
1.76583,23.8,6,,,
1.90633,23.82,5,,,
3.16253,23.84,4,,,
2.46501,23.86,3,,,
2.18601,23.88,10,,,
10.4744,23.9,4,,,
71.3024,23.92,6,,,
29.7209,23.94,4,,,
12.4884,23.96,11,,,
11.5954,23.98,9,,,
5.23814,24,13,,,
91.4953,24.02,5,,,
37.7981,24.04,11,,,
16.3192,24.06,15,,,
7.1277,24.08,11,,,
28.0511,24.1,9,,,
12.4204,24.12,8,,,
5.56817,24.14,11,,,
5.82727,24.16,11,,,
2.93091,24.18,5,,,
7.17236,24.2,8,,,
4.06895,24.22,7,,,
2.82758,24.24,14,,,
2.33103,24.26,3,,,
2.13241,24.28,9,,,
1.45296,24.3,7,,,
1.78119,24.32,8,,,
1.91247,24.34,8,,,
1.36499,24.36,7,,,
2.946,24.38,7,,,
2.3784,24.4,7,,,
2.15136,24.42,5,,,
1.76387,24.44,6,,,
2.34318,24.46,11,,,
1.53727,24.48,9,,,
2.25609,24.5,7,,,
2.10243,24.52,5,,,
6.84097,24.54,4,,,
3.93639,24.56,6,,,
2.17456,24.58,9,,,
72.2698,24.6,7,,,
30.1079,24.62,7,,,
12.6432,24.64,9,,,
12.8573,24.66,8,,,
5.74291,24.68,10,,,
92.8972,24.7,6,,,
38.3589,24.72,11,,,
16.5435,24.74,5,,,
7.21742,24.76,10,,,
25.087,24.78,6,,,
11.2348,24.8,8,,,
5.09391,24.82,7,,,
7.43757,24.84,8,,,
3.57503,24.86,4,,,
9.23001,24.88,6,,,
4.892,24.9,9,,,
3.1568,24.92,9,,,
2.46272,24.94,12,,,
2.18509,24.96,6,,,
2.07404,24.98,18,,,
2.02961,25,10,,,
2.01185,25.02,6,,,
1.40474,25.04,15,,,
2.3619,25.06,9,,,
2.14476,25.08,13,,,
2.0579,25.1,9,,,
2.00371,25.12,9,,,
1.40148,25.14,16,,,
1.76059,25.16,7,,,
1.90424,25.18,10,,,
1.96169,25.2,8,,,
1.98468,25.22,11,,,
1.39387,25.24,13,,,
3.50376,25.26,6,,,
2.0015,25.28,11,,,
3.68024,25.3,9,,,
4.02754,25.32,8,,,
2.81101,25.34,11,,,
70.7244,25.36,13,,,
29.4898,25.38,11,,,
12.9959,25.4,13,,,
12.3984,25.42,13,,,
6.15934,25.44,9,,,
91.2637,25.46,10,,,
37.7055,25.48,9,,,
16.2822,25.5,11,,,
7.71288,25.52,10,,,
22.2852,25.54,9,,,
10.1141,25.56,12,,,
7.64562,25.58,17,,,
3.65825,25.6,11,,,
7.4633,25.62,10,,,
3.58532,25.64,10,,,
8.63413,25.66,9,,,
4.65365,25.68,17,,,
3.06146,25.7,6,,,
2.42458,25.72,13,,,
2.16983,25.74,15,,,
2.06793,25.76,14,,,
1.42717,25.78,14,,,
5.97087,25.8,14,,,
3.58835,25.82,12,,,
2.63534,25.84,11,,,
1.9066,25.86,10,,,
1.96264,25.88,21,,,
1.98506,25.9,17,,,
1.99402,25.92,13,,,
1.99994,25.94,11,,,
2.03744,25.96,13,,,
2.01498,25.98,9,,,
2.00599,26,10,,,
64.4024,26.02,10,,,
26.961,26.04,17,,,
11.9844,26.06,5,,,
14.9938,26.08,4,,,
7.1975,26.1,18,,,
87.479,26.12,10,,,
36.1916,26.14,14,,,
21.6766,26.16,9,,,
9.87066,26.18,14,,,
18.3483,26.2,13,,,
8.5393,26.22,13,,,
6.41572,26.24,10,,,
3.76629,26.26,9,,,
7.50652,26.28,17,,,
3.60261,26.3,24,,,
14.641,26.32,9,,,
7.05642,26.34,8,,,
4.02257,26.36,12,,,
2.80903,26.38,11,,,
2.32361,26.4,11,,,
2.12944,26.42,17,,,
1.45178,26.44,13,,,
4.18071,26.46,15,,,
2.87228,26.48,5,,,
2.34891,26.5,16,,,
2.13957,26.52,12,,,
2.05583,26.54,11,,,
1.42233,26.56,9,,,
1.76893,26.58,12,,,
1.90757,26.6,4,,,
1.96303,26.62,8,,,
1.98521,26.64,20,,,
1.99408,26.66,15,,,
2.71962,26.68,14,,,
2.04606,26.7,12,,,
2.01842,26.72,19,,,
2.00737,26.74,15,,,
2.00295,26.76,14,,,
9.20118,26.78,14,,,
4.88047,26.8,18,,,
3.15219,26.82,15,,,
2.46088,26.84,10,,,
2.18435,26.86,12,,,
66.2737,26.88,13,,,
27.7095,26.9,14,,,
12.2838,26.92,18,,,
10.9135,26.94,11,,,
5.56541,26.96,13,,,
91.6262,26.98,18,,,
37.8505,27,9,,,
19.3402,27.02,11,,,
8.93607,27.04,11,,,
20.9744,27.06,11,,,
9.58977,27.08,18,,,
5.03591,27.1,16,,,
3.21436,27.12,15,,,
1.88575,27.14,15,,,
6.7543,27.16,15,,,
3.30172,27.18,10,,,
8.52069,27.2,12,,,
5.80828,27.22,10,,,
3.52331,27.24,15,,,
2.00932,27.26,14,,,
2.00373,27.28,12,,,
1.40149,27.3,11,,,
6.5606,27.32,19,,,
3.82424,27.34,18,,,
2.7297,27.36,9,,,
1.69188,27.38,11,,,
1.87675,27.4,18,,,
1.9507,27.42,13,,,
1.98028,27.44,13,,,
1.99211,27.46,15,,,
1.39684,27.48,13,,,
1.75874,27.5,15,,,
1.9035,27.52,10,,,
1.9614,27.54,17,,,
1.38456,27.56,12,,,
4.90153,27.58,13,,,
2.07428,27.6,20,,,
1.42971,27.62,13,,,
1.77188,27.64,9,,,
1.90875,27.66,16,,,
1.3635,27.68,13,,,
8.9454,27.7,17,,,
4.77816,27.72,16,,,
3.11126,27.74,12,,,
68.0711,27.76,18,,,
28.4284,27.78,11,,,
12.5714,27.8,11,,,
6.82855,27.82,10,,,
3.93142,27.84,17,,,
90.9726,27.86,21,,,
37.589,27.88,13,,,
21.6356,27.9,24,,,
9.85424,27.92,15,,,
25.5417,27.94,17,,,
11.4167,27.96,13,,,
5.76667,27.98,16,,,
3.50667,28,21,,,
2.00267,28.02,14,,,
3.80107,28.04,18,,,
8.12043,28.06,18,,,
4.44817,28.08,17,,,
2.97927,28.1,15,,,
1.79171,28.12,24,,,
4.91668,28.14,9,,,
2.56667,28.16,11,,,
7.02667,28.18,20,,,
4.01067,28.2,14,,,
2.80427,28.22,17,,,
2.32171,28.24,16,,,
2.12868,28.26,17,,,
1.45147,28.28,21,,,
1.78059,28.3,14,,,
1.91224,28.32,23,,,
1.96489,28.34,11,,,
1.98596,28.36,16,,,
3.79438,28.38,12,,,
2.71775,28.4,27,,,
2.2871,28.42,13,,,
2.11484,28.44,19,,,
2.04594,28.46,21,,,
1.41837,28.48,8,,,
1.16735,28.5,18,,,
5.86694,28.52,14,,,
3.54678,28.54,17,,,
2.61871,28.56,13,,,
2.24748,28.58,13,,,
5.6396,28.6,20,,,
4.05584,28.62,20,,,
2.82234,28.64,17,,,
2.32893,28.66,19,,,
2.13157,28.68,33,,,
65.6526,28.7,20,,,
27.4611,28.72,22,,,
12.1844,28.74,15,,,
6.07377,28.76,15,,,
6.62951,28.78,20,,,
3.2518,28.8,17,,,
90.1007,28.82,19,,,
36.6403,28.84,16,,,
22.4561,28.86,13,,,
9.58245,28.88,21,,,
24.833,28.9,18,,,
11.1332,28.92,15,,,
5.65328,28.94,21,,,
3.46131,28.96,10,,,
1.98452,28.98,24,,,
1.39381,29,24,,,
7.75752,29.02,17,,,
4.30301,29.04,17,,,
2.9212,29.06,13,,,
2.36848,29.08,20,,,
3.94739,29.1,16,,,
2.17896,29.12,12,,,
5.67158,29.14,16,,,
2.86863,29.16,17,,,
2.34745,29.18,25,,,
2.13898,29.2,18,,,
1.45559,29.22,20,,,
1.78224,29.24,19,,,
1.91289,29.26,17,,,
1.96516,29.28,23,,,
1.38606,29.3,16,,,
3.55443,29.32,20,,,
9.20871,29.34,19,,,
4.88348,29.36,18,,,
3.15339,29.38,21,,,
2.46136,29.4,16,,,
2.18454,29.42,13,,,
2.07382,29.44,13,,,
1.42953,29.46,11,,,
1.77181,29.48,17,,,
1.90872,29.5,12,,,
3.76349,29.52,13,,,
2.7054,29.54,28,,,
2.28216,29.56,9,,,
7.51286,29.58,22,,,
4.20515,29.6,16,,,
66.3411,29.62,19,,,
27.7365,29.64,14,,,
12.2946,29.66,17,,,
6.11783,29.68,26,,,
3.64713,29.7,10,,,
2.05885,29.72,17,,,
89.0235,29.74,13,,,
36.8094,29.76,13,,,
20.7238,29.78,14,,,
9.48951,29.8,12,,,
22.9958,29.82,19,,,
10.3983,29.84,23,,,
7.75933,29.86,11,,,
4.30373,29.88,12,,,
2.92149,29.9,19,,,
2.3686,29.92,20,,,
6.94744,29.94,13,,,
3.97898,29.96,16,,,
2.79159,29.98,23,,,
2.31664,30,20,,,
2.72665,30.02,18,,,
2.29066,30.04,19,,,
5.71626,30.06,10,,,
3.48651,30.08,19,,,
2.5946,30.1,15,,,
2.23784,30.12,21,,,
1.49514,30.14,15,,,
1.79805,30.16,19,,,
1.31922,30.18,18,,,
7.12769,30.2,13,,,
4.05108,30.22,15,,,
4.29127,30.24,27,,,
2.91651,30.26,13,,,
1.7666,30.28,20,,,
4.30664,30.3,21,,,
2.92266,30.32,19,,,
2.36906,30.34,14,,,
3.58362,30.36,19,,,
2.63345,30.38,17,,,
2.25338,30.4,17,,,
2.10135,30.42,18,,,
5.04054,30.44,20,,,
7.41622,30.46,13,,,
4.16649,30.48,13,,,
2.26659,30.5,17,,,
6.26922,30.52,14,,,
3.10769,30.54,15,,,
6.64308,30.56,17,,,
88.4572,30.58,23,,,
35.9829,30.6,17,,,
21.5932,30.62,22,,,
9.23726,30.64,16,,,
20.4949,30.66,17,,,
8.79796,30.68,17,,,
8.31918,30.7,24,,,
4.52767,30.72,31,,,
2.41107,30.74,21,,,
2.16443,30.76,17,,,
9.86577,30.78,15,,,
5.14631,30.8,13,,,
3.25852,30.82,24,,,
1.90341,30.84,20,,,
1.96136,30.86,10,,,
1.98455,30.88,13,,,
3.19382,30.9,17,,,
2.47753,30.92,8,,,
5.79101,30.94,19,,,
2.09705,30.96,18,,,
8.03882,30.98,22,,,
1.55459,31,23,,,
1.82184,31.02,14,,,
1.92874,31.04,21,,,
3.17149,31.06,22,,,
2.4686,31.08,23,,,
2.18744,31.1,18,,,
2.07498,31.12,16,,,
2.02999,31.14,21,,,
1.412,31.16,16,,,
7.66159,31.18,25,,,
4.26464,31.2,16,,,
2.30585,31.22,21,,,
65.7223,31.24,24,,,
27.4889,31.26,19,,,
12.1956,31.28,25,,,
6.07823,31.3,19,,,
3.03129,31.32,19,,,
1.81252,31.34,16,,,
88.925,31.36,15,,,
36.17,31.38,24,,,
22.868,31.4,13,,,
9.7472,31.42,20,,,
18.8989,31.44,22,,,
8.15955,31.46,15,,,
7.46382,31.48,17,,,
4.18553,31.5,12,,,
2.87421,31.52,26,,,
1.74968,31.54,17,,,
13.8999,31.56,13,,,
6.75995,31.58,16,,,
3.90398,31.6,24,,,
2.76159,31.62,13,,,
2.30464,31.64,25,,,
1.52185,31.66,16,,,
1.80874,31.68,19,,,
6.1235,31.7,20,,,
2.04222,31.72,12,,,
2.42348,31.74,15,,,
2.16939,31.76,15,,,
2.06776,31.78,19,,,
1.4271,31.8,20,,,
1.77084,31.82,13,,,
1.90834,31.84,8,,,
1.96333,31.86,22,,,
1.98533,31.88,16,,,
1.75765,31.9,19,,,
1.90306,31.92,17,,,
1.36122,31.94,14,,,
1.74449,31.96,20,,,
61.8255,31.98,21,,,
25.9302,32,15,,,
11.5721,32.02,17,,,
5.82883,32.04,18,,,
2.93153,32.06,17,,,
1.77261,32.08,25,,,
88.3091,32.1,24,,,
35.9236,32.12,18,,,
21.5694,32.14,19,,,
9.22778,32.16,22,,,
22.2911,32.18,12,,,
10.1164,32.2,16,,,
5.24658,32.22,20,,,
2.69863,32.24,13,,,
4.67945,32.26,20,,,
2.47178,32.28,16,,,
14.7887,32.3,19,,,
7.11548,32.32,18,,,
4.04619,32.34,23,,,
2.81848,32.36,19,,,
2.32739,32.38,17,,,
1.53096,32.4,12,,,
1.81238,32.42,20,,,
5.52495,32.44,26,,,
3.40998,32.46,18,,,
4.30978,32.48,20,,,
2.92391,32.5,15,,,
1.76956,32.52,18,,,
6.10783,32.54,20,,,
3.64313,32.56,21,,,
2.65725,32.58,16,,,
2.2629,32.6,26,,,
2.10516,32.62,19,,,
2.04206,32.64,11,,,
2.01683,32.66,25,,,
1.40673,32.68,27,,,
1.76269,32.7,12,,,
61.0375,32.72,18,,,
25.615,32.74,20,,,
10.846,32.76,13,,,
5.5384,32.78,20,,,
3.41536,32.8,18,,,
91.9662,32.82,16,,,
37.9865,32.84,17,,,
18.7946,32.86,18,,,
8.71783,32.88,21,,,
22.0871,32.9,12,,,
10.0349,32.92,17,,,
5.21394,32.94,13,,,
3.28558,32.96,22,,,
1.91423,32.98,22,,,
1.96569,33,17,,,
19.3863,33.02,11,,,
8.95451,33.04,12,,,
4.7818,33.06,17,,,
3.11272,33.08,21,,,
2.44509,33.1,12,,,
2.17804,33.12,27,,,
1.47121,33.14,16,,,
3.58849,33.16,18,,,
2.63539,33.18,15,,,
2.25416,33.2,16,,,
2.10166,33.22,18,,,
5.04067,33.24,24,,,
3.21627,33.26,24,,,
1.88651,33.28,7,,,
1.38184,33.3,24,,,
9.55274,33.32,21,,,
5.02109,33.34,18,,,
3.20844,33.36,13,,,
2.48338,33.38,14,,,
1.59335,33.4,23,,,
1.83734,33.42,15,,,
1.93494,33.44,22,,,
1.97397,33.46,12,,,
1.98959,33.48,14,,,
2.59584,33.5,20,,,
2.23833,33.52,17,,,
2.09533,33.54,16,,,
2.03813,33.56,15,,,
2.01525,33.58,9,,,
3.15298,33.6,14,,,
65.4612,33.62,18,,,
27.3845,33.64,12,,,
12.1538,33.66,10,,,
86.0498,33.68,17,,,
35.6199,33.7,16,,,
15.448,33.72,12,,,
13.3792,33.74,15,,,
5.95168,33.76,20,,,
19.7807,33.78,11,,,
9.11227,33.8,18,,,
4.84491,33.82,15,,,
3.13796,33.84,19,,,
2.45519,33.86,24,,,
14.7821,33.88,17,,,
7.11283,33.9,19,,,
4.04513,33.92,11,,,
4.61805,33.94,14,,,
3.04722,33.96,16,,,
2.41889,33.98,19,,,
2.16756,34,21,,,
1.46702,34.02,16,,,
1.78681,34.04,11,,,
1.31472,34.06,16,,,
1.72589,34.08,12,,,
4.29036,34.1,22,,,
2.91614,34.12,20,,,
2.36646,34.14,16,,,
2.74658,34.16,20,,,
1.69863,34.18,14,,,
9.07945,34.2,25,,,
4.23178,34.22,21,,,
4.09271,34.24,18,,,
2.83708,34.26,16,,,
1.73483,34.28,10,,,
5.49393,34.3,19,,,
3.39757,34.32,23,,,
2.55903,34.34,13,,,
2.22361,34.36,21,,,
1.48944,34.38,16,,,
1.79578,34.4,23,,,
1.91831,34.42,17,,,
1.96732,34.44,15,,,
1.98693,34.46,17,,,
9.19477,34.48,16,,,
4.87791,34.5,20,,,
3.15116,34.52,17,,,
64.2605,34.54,17,,,
5.98467,34.56,14,,,
7.19387,34.58,18,,,
84.791,34.6,20,,,
35.1164,34.62,9,,,
14.6466,34.64,15,,,
10.0586,34.66,23,,,
23.2235,34.68,19,,,
10.4894,34.7,16,,,
5.39575,34.72,18,,,
3.3583,34.74,17,,,
2.54332,34.76,20,,,
12.4173,34.78,13,,,
6.16693,34.8,17,,,
3.66677,34.82,20,,,
5.66671,34.84,16,,,
3.46668,34.86,15,,,
2.58667,34.88,17,,,
2.23467,34.9,15,,,
1.49387,34.92,10,,,
1.79755,34.94,20,,,
1.91902,34.96,15,,,
3.76761,34.98,14,,,
2.70704,35,21,,,
1.68282,35.02,14,,,
3.67313,35.04,17,,,
5.54683,35.06,27,,,
2.81873,35.08,21,,,
7.72749,35.1,19,,,
4.291,35.12,18,,,
2.3164,35.14,13,,,
2.72656,35.16,19,,,
2.29062,35.18,15,,,
2.11625,35.2,20,,,
2.0465,35.22,19,,,
2.0186,35.24,16,,,
2.00744,35.26,12,,,
1.40298,35.28,18,,,
4.16119,35.3,14,,,
11.2645,35.32,11,,,
5.70579,35.34,22,,,
3.48232,35.36,15,,,
11.9829,35.38,17,,,
35.9038,35.4,16,,,
14.9615,35.42,18,,,
8.38461,35.44,15,,,
20.1538,35.46,19,,,
9.26154,35.48,11,,,
8.50462,35.5,20,,,
4.60185,35.52,19,,,
3.04074,35.54,9,,,
13.2163,35.56,11,,,
6.48652,35.58,21,,,
3.79461,35.6,16,,,
2.11784,35.62,16,,,
6.84714,35.64,8,,,
3.93885,35.66,15,,,
2.77554,35.68,19,,,
2.31022,35.7,18,,,
2.12409,35.72,14,,,
2.04963,35.74,17,,,
2.01985,35.76,12,,,
1.40794,35.78,10,,,
1.76318,35.8,15,,,
1.90527,35.82,12,,,
1.96211,35.84,9,,,
1.98484,35.86,7,,,
8.32048,35.88,10,,,
4.52819,35.9,9,,,
3.01128,35.92,17,,,
1.80451,35.94,24,,,
4.9218,35.96,14,,,
3.16872,35.98,16,,,
2.46749,36,15,,,
2.187,36.02,8,,,
2.0748,36.04,21,,,
2.02992,36.06,10,,,
3.81197,36.08,15,,,
5.12479,36.1,11,,,
9.24992,36.12,11,,,
4.89997,36.14,13,,,
2.55999,36.16,9,,,
28.2496,36.18,17,,,
12.4998,36.2,16,,,
35.1488,36.22,10,,,
15.2595,36.24,12,,,
7.30381,36.26,13,,,
13.7215,36.28,12,,,
6.68861,36.3,14,,,
9.27544,36.32,12,,,
4.91018,36.34,19,,,
3.16407,36.36,17,,,
16.8656,36.38,16,,,
7.94625,36.4,8,,,
4.3785,36.42,17,,,
2.9514,36.44,12,,,
1.78056,36.46,17,,,
4.31222,36.48,17,,,
2.92489,36.5,19,,,
2.36996,36.52,13,,,
2.14798,36.54,16,,,
1.45919,36.56,17,,,
3.58368,36.58,4,,,
2.63347,36.6,12,,,
2.25339,36.62,9,,,
2.10136,36.64,12,,,
2.04054,36.66,17,,,
1.41622,36.68,9,,,
1.76649,36.7,11,,,
1.90659,36.72,12,,,
6.76264,36.74,22,,,
3.30505,36.76,14,,,
4.83203,36.78,18,,,
3.13281,36.8,11,,,
2.45312,36.82,10,,,
2.18125,36.84,14,,,
5.0725,36.86,20,,,
8.029,36.88,13,,,
12.2116,36.9,8,,,
6.08464,36.92,10,,,
80.0266,36.94,12,,,
33.2106,36.96,10,,,
14.4843,36.98,14,,,
6.3937,37,10,,,
10.3575,37.02,16,,,
4.74299,37.04,7,,,
19.3886,37.06,12,,,
8.95545,37.08,13,,,
4.78218,37.1,12,,,
3.11287,37.12,15,,,
1.84515,37.14,18,,,
1.33806,37.16,13,,,
5.93522,37.18,12,,,
3.57409,37.2,22,,,
2.62964,37.22,17,,,
2.25185,37.24,8,,,
7.50074,37.26,11,,,
4.2003,37.28,10,,,
2.88012,37.3,16,,,
2.35205,37.32,11,,,
2.14082,37.34,10,,,
2.05633,37.36,13,,,
2.02253,37.38,9,,,
1.40901,37.4,11,,,
1.7636,37.42,8,,,
1.30544,37.44,5,,,
1.72218,37.46,15,,,
1.28887,37.48,13,,,
4.71555,37.5,14,,,
2.41149,37.52,14,,,
9.26584,37.54,11,,,
4.30634,37.56,15,,,
13.1225,37.58,15,,,
5.84901,37.6,10,,,
70.0329,37.62,8,,,
29.2132,37.64,12,,,
12.8853,37.66,20,,,
6.35411,37.68,12,,,
6.74164,37.7,13,,,
3.89666,37.72,15,,,
19.5638,37.74,16,,,
9.0255,37.76,14,,,
4.2102,37.78,13,,,
6.48408,37.8,15,,,
3.79363,37.82,11,,,
4.51745,37.84,7,,,
3.00698,37.86,11,,,
2.40279,37.88,13,,,
2.16112,37.9,10,,,
9.26445,37.92,12,,,
4.90578,37.94,13,,,
3.16231,37.96,14,,,
2.46492,37.98,10,,,
2.18597,38,11,,,
2.07439,38.02,7,,,
2.02976,38.04,13,,,
2.0119,38.06,15,,,
2.00476,38.08,10,,,
2.0019,38.1,17,,,
1.40076,38.12,17,,,
1.7603,38.14,12,,,
1.90412,38.16,10,,,
3.16165,38.18,10,,,
2.46466,38.2,12,,,
16.1945,38.22,10,,,
7.67779,38.24,10,,,
15.3234,38.26,12,,,
7.32935,38.28,12,,,
4.13174,38.3,15,,,
68.2527,38.32,18,,,
28.5011,38.34,13,,,
12.6004,38.36,15,,,
6.24017,38.38,14,,,
6.09607,38.4,14,,,
3.63843,38.42,15,,,
7.45537,38.44,11,,,
4.18215,38.46,18,,,
2.87286,38.48,12,,,
16.1491,38.5,12,,,
7.65966,38.52,13,,,
4.26386,38.54,17,,,
5.30555,38.56,12,,,
3.32222,38.58,9,,,
7.92889,38.6,9,,,
4.37155,38.62,11,,,
2.94862,38.64,11,,,
2.37945,38.66,10,,,
6.95178,38.68,7,,,
3.98071,38.7,7,,,
2.79228,38.72,13,,,
2.31691,38.74,12,,,
3.92677,38.76,6,,,
2.77071,38.78,16,,,
2.30828,38.8,13,,,
2.12331,38.82,15,,,
2.04933,38.84,7,,,
2.01973,38.86,8,,,
1.40789,38.88,8,,,
1.76316,38.9,10,,,
1.90526,38.92,7,,,
1.36211,38.94,12,,,
1.74484,38.96,16,,,
1.88767,38.98,18,,,
1.35507,39,14,,,
18.9371,39.02,9,,,
8.77484,39.04,18,,,
4.10993,39.06,9,,,
65.6288,39.08,14,,,
27.4515,39.1,13,,,
11.5806,39.12,9,,,
5.83224,39.14,9,,,
5.9329,39.16,16,,,
3.57316,39.18,6,,,
9.82926,39.2,16,,,
5.13171,39.22,12,,,
3.25268,39.24,13,,,
15.1011,39.26,8,,,
7.24043,39.28,8,,,
4.09617,39.3,18,,,
2.83847,39.32,8,,,
1.73539,39.34,6,,,
1.29415,39.36,16,,,
6.51766,39.38,10,,,
3.80706,39.4,6,,,
2.12283,39.42,6,,,
3.24913,39.44,13,,,
7.89965,39.46,9,,,
4.35986,39.48,10,,,
2.94394,39.5,11,,,
2.37758,39.52,13,,,
4.55103,39.54,8,,,
3.02041,39.56,8,,,
2.40816,39.58,13,,,
2.16327,39.6,7,,,
3.26531,39.62,9,,,
2.50612,39.64,14,,,
2.20245,39.66,14,,,
2.08098,39.68,15,,,
2.03239,39.7,13,,,
2.01296,39.72,11,,,
2.00518,39.74,6,,,
2.00207,39.76,10,,,
2.00033,39.78,13,,,
2.00013,39.8,8,,,
18.632,39.82,12,,,
8.6528,39.84,11,,,
4.40284,39.86,14,,,
57.5611,39.88,9,,,
24.2245,39.9,6,,,
10.8898,39.92,15,,,
5.55591,39.94,21,,,
4.62236,39.96,6,,,
3.04895,39.98,7,,,
8.11805,40,15,,,
8.04722,40.02,9,,,
4.41889,40.04,10,,,
2.96756,40.06,9,,,
2.38702,40.08,6,,,
1.55481,40.1,6,,,
7.82192,40.12,15,,,
4.32877,40.14,13,,,
9.70904,40.16,7,,,
5.08362,40.18,9,,,
3.23345,40.2,12,,,
2.49338,40.22,12,,,
4.59735,40.24,10,,,
3.03894,40.26,11,,,
2.41558,40.28,11,,,
2.16623,40.3,12,,,
1.46649,40.32,8,,,
1.7866,40.34,8,,,
1.91464,40.36,14,,,
1.96586,40.38,6,,,
1.98634,40.4,9,,,
1.99454,40.42,13,,,
1.99781,40.44,16,,,
1.99913,40.46,5,,,
1.99965,40.48,8,,,
1.39986,40.5,14,,,
1.75994,40.52,20,,,
1.30398,40.54,19,,,
1.12159,40.56,11,,,
9.44864,40.58,11,,,
16.9795,40.6,15,,,
7.99178,40.62,12,,,
59.9892,40.64,7,,,
25.7957,40.66,7,,,
11.5183,40.68,5,,,
5.8073,40.7,13,,,
3.52292,40.72,14,,,
2.00917,40.74,10,,,
12.8037,40.76,7,,,
3.12859,40.78,14,,,
4.25143,40.8,15,,,
8.30057,40.82,9,,,
4.52023,40.84,10,,,
3.00809,40.86,14,,,
2.40324,40.88,11,,,
1.56129,40.9,12,,,
10.2245,40.92,7,,,
5.28981,40.94,11,,,
